Entry,Quant Rating,Symbol,StockPrice,Annualized,Strike,Exp,Income,Chance,Bid,Ask,OpenInterest,Volume,Collateral,DaysHeld,PercentProfit
2021-05-09,?,ITUB,5.26,17.25,5.0,2022-01-21,60.5,?,0.53,0.68,48431,1601,500.0,256,12.1
2021-05-09,?,ITUB,5.26,39.92,7.0,2022-01-21,196.0,?,1.55,2.37,72797,14500,700.0,256,28.0
2021-05-09,?,ITUB,5.26,70.65,10.0,2022-01-21,495.5,?,2.51,7.4,33655,1000,1000.0,256,49.55
2021-05-09,?,ITUB,5.26,8.9,4.0,2023-01-20,60.5,?,0.46,0.75,3526,3000,400.0,620,15.12
2021-05-09,?,ITUB,5.26,28.43,10.0,2023-01-20,483.0,?,2.91,6.75,1041,1000,1000.0,620,48.3
2021-05-09,?,KLR,12.28,2142.6,35,2021-05-21,2260.0,?,22.3,22.9,1330,347,3500,11,64.57
2021-05-09,?,KMI,17.84,7.98,16,2021-09-17,45.5,?,0.44,0.47000000000000003,1047,684,1600,130,2.84
2021-05-09,?,KMI,17.84,12.96,17,2021-09-17,78.5,?,0.76,0.81,851,1555,1700,130,4.62
2021-05-09,?,KODK,7.28,603.65,20,2021-06-18,1290.0,?,12.8,13,963,376,2000,39,64.5
2021-05-09,?,MBI,9.94,7.09,6,2021-11-19,22.500000000000004,?,0.15,0.30000000000000004,500,400,600,193,3.75
2021-05-09,?,MGY,12.32,8.42,7.5,2021-09-17,22.500000000000004,?,0.15,0.30000000000000004,930,300,750.0,130,3.0
2021-05-09,?,MOD,17.01,16.71,15,2021-11-19,132.50000000000003,?,1.1,1.55,3563,335,1500,193,8.83
2021-05-09,?,MRC,11.67,25.97,10,2021-09-17,92.5,?,0.8,1.05,1754,251,1000,130,9.25
2021-05-09,?,MUFG,5.6,16.1,5,2021-08-20,22.5,?,0.05,0.4,1909,2000,500,102,4.5
2021-05-09,?,MUX,1.3,84.36,3,2022-01-21,177.5,?,1.7000000000000002,1.85,2000,1590,300,256,59.17
2021-05-09,?,NAT,3.42,64.55,5.5,2022-01-21,249.00000000000003,?,0.48,4.5,459,315,550.0,256,45.27
2021-05-09,?,NG,9.62,14.35,8,2023-01-20,195.00000000000003,?,1.3,2.6,493,300,800,620,24.38
2021-05-09,?,NLS,16.91,138.26,15.0,2021-05-21,62.5,?,0.55,0.7000000000000001,3098,659,1500.0,11,4.17
2021-05-09,?,NLS,16.91,6.93,5.0,2021-10-15,15.000000000000002,?,0.0,0.30000000000000004,300,300,500.0,158,3.0
2021-05-09,?,NLS,16.91,21.67,12.5,2022-01-21,190.0,?,1.8,2.0,2912,310,1250.0,256,15.2
2021-05-09,?,NOK,5.1,44.92,5.0,2021-06-18,24.0,?,0.23,0.25,12011,942,500.0,39,4.8
2021-05-09,?,NOK,5.1,14.97,4.5,2021-09-17,24.0,?,0.22,0.26,2230,271,450.0,130,5.33
2021-05-09,?,NOK,5.1,25.83,5.0,2021-09-17,46.0,?,0.44,0.48,1025,431,500.0,130,9.2
2021-05-09,?,NOK,5.1,7.84,4.0,2022-01-21,22.0,?,0.2,0.24,113429,398,400.0,256,5.5
2021-05-09,?,NOK,5.1,45.01,7.0,2022-01-21,221.0,?,2.17,2.25,31736,312,700.0,256,31.57
2021-05-09,?,NRZ,10.59,978.86,15,2021-05-21,442.50000000000006,?,4.2,4.65,716,716,1500,11,29.5
2021-05-09,?,PBF,16.63,150.36,16,2021-05-21,72.50000000000001,?,0.65,0.8,278,439,1600,11,4.53
2021-05-09,?,PBF,16.63,5.7,5,2022-01-21,20.0,?,0.1,0.30000000000000004,1727,1035,500,256,4.0
2021-05-09,?,PBF,16.63,49.06,3,2023-01-20,250.0,?,0.0,5.0,316,833,300,620,83.33
2021-05-09,?,PBI,7.68,11.41,5,2022-01-21,40.0,?,0.35000000000000003,0.45,8270,6825,500,256,8.0
2021-05-09,?,PBR,9.07,117.98,9,2021-05-21,32.00000000000001,?,0.30000000000000004,0.34,32249,5864,900,11,3.56
2021-05-09,?,PBR,9.07,1110.31,13,2021-05-21,434.99999999999994,?,4.0,4.7,313,312,1300,11,33.46
2021-05-09,?,PBR,9.07,1365.98,15,2021-05-21,617.5,?,5.5,6.85,1618,513,1500,11,41.17
2021-05-09,?,PBR,9.07,54.59,9,2021-06-18,52.5,?,0.51,0.54,5800,603,900,39,5.83
2021-05-09,?,PBR,9.07,19.41,8,2021-07-16,28.500000000000004,?,0.27,0.30000000000000004,21537,553,800,67,3.56
2021-05-09,?,PBR,9.07,9.74,7,2021-10-15,29.500000000000004,?,0.28,0.31,25686,792,700,158,4.21
2021-05-09,?,PBR,9.07,17.04,8,2021-10-15,59.00000000000001,?,0.5700000000000001,0.61,25906,484,800,158,7.38
2021-05-09,?,PBR,9.07,15.24,8,2022-01-21,85.5,?,0.8300000000000001,0.88,82586,5140,800,256,10.69
2021-05-09,?,PBR,9.07,40.99,12,2022-01-21,345.0,?,3.35,3.55,116495,333,1200,256,28.75
2021-05-09,?,PBR,9.07,9.67,7,2023-01-20,114.99999999999999,?,1.0,1.3,76052,3240,700,620,16.43
2021-05-09,?,PCG,10.94,15.69,10,2021-12-17,95.0,?,0.91,0.99,1541,309,1000,221,9.5
2021-05-09,?,PLTR,19.75,123.46,17.0,2021-05-14,23.0,?,0.22,0.24,1545,2035,1700.0,4,1.35
2021-05-09,?,PLTR,19.75,159.04,17.5,2021-05-14,30.500000000000004,?,0.30000000000000004,0.31,945,4629,1750.0,4,1.74
2021-05-09,?,PLTR,19.75,215.45,18.0,2021-05-14,42.5,?,0.42,0.43,2512,2235,1800.0,4,2.36
2021-05-09,?,PLTR,19.75,283.61,18.5,2021-05-14,57.49999999999999,?,0.56,0.59,2033,1466,1850.0,4,3.11
2021-05-09,?,PLTR,19.75,362.6,19.0,2021-05-14,75.5,?,0.75,0.76,2363,3398,1900.0,4,3.97
2021-05-09,?,PLTR,19.75,456.25,19.5,2021-05-14,97.5,?,0.96,0.99,12088,6346,1950.0,4,5.0
2021-05-09,?,PLTR,19.75,556.62,20.0,2021-05-14,122.0,?,1.21,1.23,9045,10923,2000.0,4,6.1
2021-05-09,?,PLTR,19.75,669.91,20.5,2021-05-14,150.5,?,1.5,1.51,2943,2824,2050.0,4,7.34
2021-05-09,?,PLTR,19.75,799.52,21.0,2021-05-14,184.0,?,1.82,1.8599999999999999,5408,1984,2100.0,4,8.76
2021-05-09,?,PLTR,19.75,925.23,21.5,2021-05-14,217.99999999999997,?,2.15,2.21,3491,698,2150.0,4,10.14
2021-05-09,?,PLTR,19.75,1065.97,22.0,2021-05-14,257.0,?,2.54,2.6,5249,725,2200.0,4,11.68
2021-05-09,?,PLTR,19.75,1200.44,22.5,2021-05-14,296.0,?,2.87,3.05,2254,275,2250.0,4,13.16
2021-05-09,?,PLTR,19.75,1358.83,23.0,2021-05-14,342.5,?,3.35,3.5,2327,288,2300.0,4,14.89
2021-05-09,?,PLTR,19.75,1653.91,24.0,2021-05-14,434.99999999999994,?,4.3,4.4,1608,609,2400.0,4,18.12
2021-05-09,?,PLTR,19.75,1934.5,25.0,2021-05-14,530.0,?,5.25,5.35,1080,252,2500.0,4,21.2
2021-05-09,?,PLTR,19.75,66.36,17.0,2021-05-21,34.0,?,0.33,0.35000000000000003,1249,1011,1700.0,11,2.0
2021-05-09,?,PLTR,19.75,84.38,17.5,2021-05-21,44.5,?,0.44,0.45,9829,6853,1750.0,11,2.54
2021-05-09,?,PLTR,19.75,106.92,18.0,2021-05-21,58.00000000000001,?,0.5700000000000001,0.59,11892,1902,1800.0,11,3.22
2021-05-09,?,PLTR,19.75,132.73,18.5,2021-05-21,74.0,?,0.73,0.75,14410,2075,1850.0,11,4.0
2021-05-09,?,PLTR,19.75,163.29,19.0,2021-05-21,93.5,?,0.92,0.9500000000000001,15878,2847,1900.0,11,4.92
2021-05-09,?,PLTR,19.75,199.09,19.5,2021-05-21,117.0,?,1.15,1.19,2749,1194,1950.0,11,6.0
2021-05-09,?,PLTR,19.75,238.08,20.0,2021-05-21,143.5,?,1.42,1.45,30916,5045,2000.0,11,7.17
2021-05-09,?,PLTR,19.75,279.21,20.5,2021-05-21,172.5,?,1.71,1.74,4004,493,2050.0,11,8.41
2021-05-09,?,PLTR,19.75,323.13,21.0,2021-05-21,204.5,?,2.03,2.06,17767,1232,2100.0,11,9.74
2021-05-09,?,PLTR,19.75,423.82,22.0,2021-05-21,281.0,?,2.7800000000000002,2.84,22364,580,2200.0,11,12.77
2021-05-09,?,PLTR,19.75,471.92,22.5,2021-05-21,320.0,?,3.15,3.25,2637,304,2250.0,11,14.22
2021-05-09,?,PLTR,19.75,519.37,23.0,2021-05-21,359.99999999999994,?,3.55,3.65,23088,654,2300.0,11,15.65
2021-05-09,?,PLTR,19.75,716.73,25.0,2021-05-21,540.0,?,5.35,5.45,26950,265,2500.0,11,21.6
2021-05-09,?,PLTR,19.75,810.4,26.0,2021-05-21,635.0,?,6.3,6.4,18126,267,2600.0,11,24.42
2021-05-09,?,PLTR,19.75,33.59,16.0,2021-05-28,26.5,?,0.25,0.28,468,291,1600.0,18,1.66
2021-05-09,?,PLTR,19.75,79.42,18.0,2021-05-28,70.5,?,0.6900000000000001,0.72,390,305,1800.0,18,3.92
2021-05-09,?,PLTR,19.75,115.26,19.0,2021-05-28,108.0,?,1.06,1.1,809,280,1900.0,18,5.68
2021-05-09,?,PLTR,19.75,137.26,19.5,2021-05-28,131.99999999999997,?,1.28,1.3599999999999999,1185,1001,1950.0,18,6.77
2021-05-09,?,PLTR,19.75,160.19,20.0,2021-05-28,158.0,?,1.55,1.6099999999999999,2177,820,2000.0,18,7.9
2021-05-09,?,PLTR,19.75,18.09,15.0,2021-06-18,29.000000000000004,?,0.28,0.30000000000000004,3314,900,1500.0,39,1.93
2021-05-09,?,PLTR,19.75,26.32,16.0,2021-06-18,45.0,?,0.43,0.47000000000000003,1599,315,1600.0,39,2.81
2021-05-09,?,PLTR,19.75,37.16,17.0,2021-06-18,67.5,?,0.66,0.6900000000000001,4292,1979,1700.0,39,3.97
2021-05-09,?,PLTR,19.75,52.51,18.0,2021-06-18,101.0,?,0.99,1.03,7738,1260,1800.0,39,5.61
2021-05-09,?,PLTR,19.75,69.95,19.0,2021-06-18,142.0,?,1.4,1.44,15586,1531,1900.0,39,7.47
2021-05-09,?,PLTR,19.75,90.31,20.0,2021-06-18,193.0,?,1.92,1.94,45387,2957,2000.0,39,9.65
2021-05-09,?,PLTR,19.75,16.7,15.0,2021-08-20,70.0,?,0.64,0.76,4493,1103,1500.0,102,4.67
2021-05-09,?,PLTR,19.75,26.94,17.0,2021-08-20,128.0,?,1.26,1.3,2500,260,1700.0,102,7.53
2021-05-09,?,PLTR,19.75,34.09,18.0,2021-08-20,171.5,?,1.67,1.76,19070,680,1800.0,102,9.53
2021-05-09,?,PLTR,19.75,40.87,19.0,2021-08-20,217.0,?,2.14,2.2,26809,478,1900.0,102,11.42
2021-05-09,?,PLTR,19.75,49.38,20.0,2021-08-20,276.0,?,2.71,2.81,29605,622,2000.0,102,13.8
2021-05-09,?,PLTR,19.75,18.5,16.0,2021-11-19,156.5,?,1.53,1.6,8418,334,1600.0,193,9.78
2021-05-09,?,PLTR,19.75,21.86,17.0,2021-11-19,196.5,?,1.9300000000000002,2.0,11222,564,1700.0,193,11.56
2021-05-09,?,PLTR,19.75,34.04,20.0,2021-11-19,359.99999999999994,?,3.55,3.65,22920,1329,2000.0,193,18.0
2021-05-09,?,PLTR,19.75,54.28,25.0,2021-11-19,717.5,?,7.1,7.25,16189,430,2500.0,193,28.7
2021-05-09,?,PLTR,19.75,13.26,15.0,2022-01-21,139.5,?,1.22,1.57,19655,408,1500.0,256,9.3
2021-05-09,?,PLTR,19.75,21.47,17.5,2022-01-21,263.5,?,2.58,2.69,31689,1282,1750.0,256,15.06
2021-05-09,?,PLTR,19.75,28.87,20.0,2022-01-21,405.0,?,4.0,4.1,31860,353,2000.0,256,20.25
2021-05-09,?,PLTR,19.75,35.0,22.0,2022-01-21,540.0,?,5.35,5.45,18389,1025,2200.0,256,24.55
2021-05-09,?,PLTR,19.75,43.63,25.0,2022-01-21,765.0,?,7.6,7.7,12800,251,2500.0,256,30.6
2021-05-09,?,PLTR,19.75,14.46,15.0,2022-06-17,239.5,?,2.34,2.45,8136,829,1500.0,403,15.97
2021-05-09,?,PLTR,19.75,10.36,12.5,2023-01-20,220.00000000000003,?,2.1,2.3,4475,295,1250.0,620,17.6
2021-05-09,?,PLTR,19.75,27.53,27.0,2023-01-20,1262.5,?,11.25,14.0,4500,307,2700.0,620,46.76
2021-05-09,?,PLTR,19.75,33.53,37.0,2023-01-20,2107.5,?,19.65,22.5,662,333,3700.0,620,56.96
2021-05-09,?,QD,1.97,0.0,7,2021-06-18,0.0,?,0,0,1026,1025,700,39,0.0
2021-05-09,?,RKT,18.09,125.14,17.5,2021-05-14,24.0,?,0.23,0.25,558,917,1750.0,4,1.37
2021-05-09,?,RKT,18.09,233.19,18.0,2021-05-14,46.0,?,0.44,0.48,2284,2258,1800.0,4,2.56
2021-05-09,?,RKT,18.09,397.06,18.5,2021-05-14,80.5,?,0.77,0.84,950,994,1850.0,4,4.35
2021-05-09,?,RKT,18.09,573.91,19.0,2021-05-14,119.49999999999999,?,1.17,1.22,1926,1381,1900.0,4,6.29
2021-05-09,?,RKT,18.09,762.76,19.5,2021-05-14,163.0,?,1.58,1.6800000000000002,3736,445,1950.0,4,8.36
2021-05-09,?,RKT,18.09,974.09,20.0,2021-05-14,213.50000000000003,?,1.99,2.2800000000000002,1701,1310,2000.0,4,10.68
2021-05-09,?,RKT,18.09,1119.48,20.5,2021-05-14,251.49999999999997,?,2.31,2.7199999999999998,1116,292,2050.0,4,12.27
2021-05-09,?,RKT,18.09,1288.36,21.0,2021-05-14,296.5,?,2.83,3.1,6336,268,2100.0,4,14.12
2021-05-09,?,RKT,18.09,49.77,17.0,2021-05-21,25.5,?,0.25,0.26,1056,515,1700.0,11,1.5
2021-05-09,?,RKT,18.09,82.48,17.5,2021-05-21,43.5,?,0.42,0.45,900,547,1750.0,11,2.49
2021-05-09,?,RKT,18.09,126.28,18.0,2021-05-21,68.5,?,0.68,0.6900000000000001,3942,1538,1800.0,11,3.81
2021-05-09,?,RKT,18.09,179.36,18.5,2021-05-21,100.0,?,0.99,1.01,704,1047,1850.0,11,5.41
2021-05-09,?,RKT,18.09,240.13,19.0,2021-05-21,137.5,?,1.35,1.4,6607,871,1900.0,11,7.24
2021-05-09,?,RKT,18.09,366.66,20.0,2021-05-21,221.0,?,2.17,2.25,3920,554,2000.0,11,11.05
2021-05-09,?,RKT,18.09,94.07,18.0,2021-05-28,83.5,?,0.77,0.9,265,355,1800.0,18,4.64
2021-05-09,?,RKT,18.09,24.96,15.0,2021-06-18,40.0,?,0.34,0.46,7639,321,1500.0,39,2.67
2021-05-09,?,RKT,18.09,20.91,15.89,2021-06-18,35.5,?,0.33,0.38,1547,678,1589.0,39,2.23
2021-05-09,?,RKT,18.09,35.74,16.89,2021-06-18,64.5,?,0.61,0.68,2259,789,1689.0,39,3.82
2021-05-09,?,RKT,18.09,60.42,17.89,2021-06-18,115.49999999999999,?,1.13,1.18,3461,906,1789.0,39,6.46
2021-05-09,?,RKT,18.09,86.7,18.89,2021-06-18,175.0,?,1.72,1.78,9957,1047,1889.0,39,9.26
2021-05-09,?,RKT,18.09,27.01,16.89,2021-09-17,162.5,?,1.6099999999999999,1.6400000000000001,7447,627,1689.0,130,9.62
2021-05-09,?,RKT,18.09,34.37,17.89,2021-09-17,219.0,?,2.15,2.23,702,841,1789.0,130,12.24
2021-05-09,?,RKT,18.09,14.54,15.0,2022-01-21,153.0,?,1.51,1.55,480,1556,1500.0,256,10.2
2021-05-09,?,RLGY,17.95,8.98,12.5,2021-09-17,40.0,?,0.30000000000000004,0.5,1254,1052,1250.0,130,3.2
2021-05-09,?,RPT,12.98,24.71,12.5,2021-09-17,110.00000000000001,?,0.9500000000000001,1.25,462,337,1250.0,130,8.8
2021-05-09,?,RWT,11.29,8.44,7.5,2023-01-20,107.5,?,0.9500000000000001,1.2,5366,1059,750.0,620,14.33
2021-05-09,?,SAN,3.91,425.05,6.0,2021-06-18,272.5,?,2.5,2.95,395,516,600.0,39,45.42
2021-05-09,?,SAN,3.91,9.17,3.5,2022-01-21,22.5,?,0.2,0.25,713,488,350.0,256,6.43
2021-05-09,?,SBSW,19.37,88.94,30,2021-10-15,1155.0,?,11.3,11.8,373,359,3000,158,38.5
2021-05-09,?,SBSW,19.37,107.59,35,2021-10-15,1630.0,?,16.0,16.6,276,268,3500,158,46.57
2021-05-09,?,SID,9.77,16.0,8,2021-12-17,77.5,?,0.7000000000000001,0.85,275,274,800,221,9.69
2021-05-09,?,SKT,17.59,46.79,17,2021-06-18,85.00000000000001,?,0.8,0.9,19413,263,1700,39,5.0
2021-05-09,?,SKT,17.59,2.45,3,2023-01-20,12.5,?,0.0,0.25,1499,1176,300,620,4.17
2021-05-09,?,SKT,17.59,4.12,5,2023-01-20,35.0,?,0.1,0.6000000000000001,546,504,500,620,7.0
2021-05-09,?,SLCA,11.97,90.5,11,2021-05-21,30.000000000000004,?,0.2,0.4,4431,863,1100,11,2.73
2021-05-09,?,SOGO,8.46,4.28,7.5,2022-01-21,22.5,?,0.2,0.25,5188,532,750.0,256,3.0
2021-05-09,?,SOS,3.91,798.44,4,2021-05-14,35.0,?,0.30000000000000004,0.4,952,892,400,4,8.75
2021-05-09,?,SOS,3.91,2098.75,5,2021-05-14,114.99999999999999,?,1.1,1.2,334,280,500,4,23.0
2021-05-09,?,SOS,3.91,269.58,15,2021-08-20,1130.0,?,11.2,11.4,669,491,1500,102,75.33
2021-05-09,?,SPCE,19.61,123.46,17,2021-05-14,23.0,?,0.21,0.25,690,1290,1700,4,1.35
2021-05-09,?,SPCE,19.61,223.06,18,2021-05-14,44.00000000000001,?,0.41000000000000003,0.47000000000000003,581,1651,1800,4,2.44
2021-05-09,?,SPCE,19.61,381.81,19,2021-05-14,79.5,?,0.77,0.8200000000000001,777,1641,1900,4,4.18
2021-05-09,?,SPCE,19.61,611.38,20,2021-05-14,134.0,?,1.3,1.38,968,853,2000,4,6.7
2021-05-09,?,SPCE,19.61,70.27,17,2021-05-21,36.0,?,0.35000000000000003,0.37,4456,1375,1700,11,2.12
2021-05-09,?,SPCE,19.61,119.82,18,2021-05-21,65.0,?,0.62,0.68,2638,256,1800,11,3.61
2021-05-09,?,SPCE,19.61,185.99,19,2021-05-21,106.5,?,1.03,1.1,1790,610,1900,11,5.61
2021-05-09,?,SPCE,19.61,272.09,20,2021-05-21,164.0,?,1.63,1.65,3580,451,2000,11,8.2
2021-05-09,?,SPCE,19.61,185.03,20,2021-05-28,182.5,?,1.6400000000000001,2.01,318,354,2000,18,9.12
2021-05-09,?,SPCE,19.61,120.03,20,2021-06-18,256.50000000000006,?,2.56,2.5700000000000003,2915,252,2000,39,12.83
2021-05-09,?,SPCE,19.61,78.42,40,2022-01-21,2200.0,?,21.5,22.5,1569,1478,4000,256,55.0
2021-05-09,?,SPCE,19.61,98.14,60,2022-01-21,4130.0,?,40.95,41.65,3595,2056,6000,256,68.83
2021-05-09,?,SRG,16.69,37.86,18,2021-10-15,295.0,?,2.6,3.3,326,300,1800,158,16.39
2021-05-09,?,STNG,19.63,4.73,11,2021-10-15,22.500000000000004,?,0.15,0.30000000000000004,307,300,1100,158,2.05
2021-05-09,?,STNG,19.63,26.63,18,2021-10-15,207.50000000000003,?,1.85,2.3,508,505,1800,158,11.53
2021-05-09,?,TEVA,10.4,41.54,13,2021-12-17,327.0,?,1.54,5.0,1060,300,1300,221,25.15
2021-05-09,?,TEVA,10.4,30.22,13,2022-01-21,275.5,?,0.91,4.6,630,611,1300,256,21.19
2021-05-09,?,TEVA,10.4,5.76,7,2023-01-20,68.5,?,0.62,0.75,6616,475,700,620,9.79
2021-05-09,?,TGB,2.39,40.26,2,2021-08-20,22.500000000000004,?,0.15,0.30000000000000004,1478,346,200,102,11.25
2021-05-09,?,TME,16.07,101.69,15.5,2021-05-21,47.5,?,0.45,0.5,682,567,1550.0,11,3.06
2021-05-09,?,TME,16.07,36.81,15.0,2021-06-18,59.00000000000001,?,0.5700000000000001,0.61,1178,324,1500.0,39,3.93
2021-05-09,?,TME,16.07,59.66,16.0,2021-06-18,102.0,?,0.99,1.05,4709,472,1600.0,39,6.38
2021-05-09,?,TME,16.07,28.51,15.0,2021-07-16,78.5,?,0.75,0.8200000000000001,4301,290,1500.0,67,5.23
2021-05-09,?,TME,16.07,24.36,17.0,2022-01-21,290.5,?,2.84,2.9699999999999998,16840,561,1700.0,256,17.09
2021-05-09,?,TME,16.07,10.97,15.0,2023-01-20,279.5,?,2.59,3.0,615,4059,1500.0,620,18.63
2021-05-09,?,TWI,11.29,10.9,7.5,2021-07-16,15.000000000000002,?,0.1,0.2,1597,1000,750.0,67,2.0
2021-05-09,?,UEC,3.34,16.63,1.5,2022-01-21,17.5,?,0.1,0.25,2116,718,150.0,256,11.67
2021-05-09,?,VST,16.05,17.33,15,2021-10-15,112.5,?,1.05,1.2,837,1045,1500,158,7.5
2021-05-09,?,VST,16.05,26.49,5,2023-01-20,225.0,?,0.0,4.5,305,360,500,620,45.0
2021-05-09,?,WMC,3.22,96.95,5,2022-01-21,340.00000000000006,?,1.9,4.9,10149,20110,500,256,68.0
2021-05-09,?,YEXT,13.2,59.46,2.5,2023-01-20,252.5,?,0.05,5.0,720,1434,250.0,620,101.0
2021-05-09,?,YEXT,13.2,5.0,5.0,2023-01-20,42.50000000000001,?,0.35000000000000003,0.5,311,616,500.0,620,8.5
